RepRapFirmware height map file v2 generated at 2020-07-05 12:31, min error -0.501, max error 0.163, mean -0.191, deviation 0.170
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
25.00,300.00,25.00,300.00,-1.00,80.00,80.00,4,4
 -0.183, -0.195, -0.159, -0.237
 -0.334, -0.230, -0.324, -0.501
 -0.494, -0.015, -0.062, -0.056
  0.005,  0.163, -0.175, -0.251
